pair_id,src_ip,dst_ip,n_observations,dominant_period_s,acf_peak,acf_peak_lag,iat_cv,fft_period_s,fft_power_ratio,is_periodic,beacon_confidence,is_beacon_pair
10.0.1.113→52.200.13.94,10.0.1.113,52.200.13.94,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.113→52.239.190.50,10.0.1.113,52.239.190.50,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.113→52.30.169.56,10.0.1.113,52.30.169.56,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.113→52.30.193.176,10.0.1.113,52.30.193.176,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.113→52.31.1.167,10.0.1.113,52.31.1.167,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.113→52.88.101.137,10.0.1.113,52.88.101.137,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.114→52.101.146.63,10.0.1.114,52.101.146.63,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.114→52.117.73.22,10.0.1.114,52.117.73.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.114→52.13.106.232,10.0.1.114,52.13.106.232,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.114→52.190.26.88,10.0.1.114,52.190.26.88,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.114→52.210.193.207,10.0.1.114,52.210.193.207,11,0.0,0.0,0,0.9238,0.0,0.0,False,0.0,False
10.0.1.114→52.31.1.167,10.0.1.114,52.31.1.167,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.114→52.48.103.109,10.0.1.114,52.48.103.109,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.114→52.59.192.87,10.0.1.114,52.59.192.87,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.114→52.75.141.226,10.0.1.114,52.75.141.226,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.114→52.87.62.4,10.0.1.114,52.87.62.4,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.115→52.107.17.86,10.0.1.115,52.107.17.86,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.115→52.147.198.242,10.0.1.115,52.147.198.242,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.115→52.154.51.29,10.0.1.115,52.154.51.29,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.115→52.186.186.152,10.0.1.115,52.186.186.152,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.115→52.57.86.157,10.0.1.115,52.57.86.157,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.115→52.59.192.87,10.0.1.115,52.59.192.87,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.115→52.92.5.8,10.0.1.115,52.92.5.8,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.115→52.98.120.54,10.0.1.115,52.98.120.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.116→52.159.83.2,10.0.1.116,52.159.83.2,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.116→52.163.173.65,10.0.1.116,52.163.173.65,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.116→52.224.115.122,10.0.1.116,52.224.115.122,10,0.0,0.0,0,1.1975,0.0,0.0,False,0.0,False
10.0.1.116→52.236.48.89,10.0.1.116,52.236.48.89,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.116→52.29.3.76,10.0.1.116,52.29.3.76,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.116→52.57.86.157,10.0.1.116,52.57.86.157,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.117→52.10.55.130,10.0.1.117,52.10.55.130,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.117→52.139.72.252,10.0.1.117,52.139.72.252,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.117→52.146.179.54,10.0.1.117,52.146.179.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.117→52.171.189.219,10.0.1.117,52.171.189.219,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.117→52.216.254.66,10.0.1.117,52.216.254.66,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.117→52.224.115.122,10.0.1.117,52.224.115.122,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.117→52.39.184.95,10.0.1.117,52.39.184.95,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.118→52.124.197.123,10.0.1.118,52.124.197.123,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.118→52.159.83.2,10.0.1.118,52.159.83.2,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.118→52.160.85.188,10.0.1.118,52.160.85.188,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.118→52.235.117.1,10.0.1.118,52.235.117.1,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.118→52.235.62.247,10.0.1.118,52.235.62.247,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.118→52.88.13.186,10.0.1.118,52.88.13.186,12,0.0,0.0,0,1.1372,0.0,0.0,False,0.0,False
10.0.1.118→52.94.90.56,10.0.1.118,52.94.90.56,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.119→52.10.55.130,10.0.1.119,52.10.55.130,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.119→52.107.17.86,10.0.1.119,52.107.17.86,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.119→52.159.90.10,10.0.1.119,52.159.90.10,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.119→52.195.208.14,10.0.1.119,52.195.208.14,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.119→52.210.80.58,10.0.1.119,52.210.80.58,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.119→52.229.178.142,10.0.1.119,52.229.178.142,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.119→52.240.150.150,10.0.1.119,52.240.150.150,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.119→52.252.240.238,10.0.1.119,52.252.240.238,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.12→52.107.81.230,10.0.1.12,52.107.81.230,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.12→52.140.174.236,10.0.1.12,52.140.174.236,14,0.0,0.0,0,0.7402,0.0,0.0,False,0.0,False
10.0.1.12→52.160.200.17,10.0.1.12,52.160.200.17,10,0.0,0.0,0,0.8136,0.0,0.0,False,0.0,False
10.0.1.12→52.204.28.79,10.0.1.12,52.204.28.79,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.12→52.221.252.23,10.0.1.12,52.221.252.23,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.12→52.239.190.50,10.0.1.12,52.239.190.50,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.12→52.29.3.76,10.0.1.12,52.29.3.76,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.12→52.64.251.121,10.0.1.12,52.64.251.121,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.12→52.67.61.32,10.0.1.12,52.67.61.32,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.12→52.7.235.177,10.0.1.12,52.7.235.177,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.12→52.81.92.222,10.0.1.12,52.81.92.222,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.120→52.128.244.174,10.0.1.120,52.128.244.174,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.120→52.133.65.155,10.0.1.120,52.133.65.155,10,0.0,0.0,0,0.9038,0.0,0.0,False,0.0,False
10.0.1.120→52.166.83.171,10.0.1.120,52.166.83.171,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.120→52.167.244.25,10.0.1.120,52.167.244.25,14,0.0,0.0,0,1.0365,0.0,0.0,False,0.0,False
10.0.1.120→52.171.189.219,10.0.1.120,52.171.189.219,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.120→52.38.211.174,10.0.1.120,52.38.211.174,10,0.0,0.0,0,1.6987,0.0,0.0,False,0.0,False
10.0.1.120→52.62.117.113,10.0.1.120,52.62.117.113,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.121→52.139.72.252,10.0.1.121,52.139.72.252,12,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.121→52.160.200.17,10.0.1.121,52.160.200.17,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.121→52.190.26.88,10.0.1.121,52.190.26.88,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.121→52.32.245.196,10.0.1.121,52.32.245.196,10,0.0,0.0,0,0.7322,0.0,0.0,False,0.0,False
10.0.1.122→52.128.244.174,10.0.1.122,52.128.244.174,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.122→52.171.189.219,10.0.1.122,52.171.189.219,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.122→52.224.115.122,10.0.1.122,52.224.115.122,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.122→52.30.172.174,10.0.1.122,52.30.172.174,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.122→52.33.200.192,10.0.1.122,52.33.200.192,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.122→52.7.235.177,10.0.1.122,52.7.235.177,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.123→52.101.146.63,10.0.1.123,52.101.146.63,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.123→52.117.49.45,10.0.1.123,52.117.49.45,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.123→52.233.49.105,10.0.1.123,52.233.49.105,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.123→52.33.200.192,10.0.1.123,52.33.200.192,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.123→52.48.103.109,10.0.1.123,52.48.103.109,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.123→52.5.206.13,10.0.1.123,52.5.206.13,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.123→52.57.181.115,10.0.1.123,52.57.181.115,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.123→52.92.5.8,10.0.1.123,52.92.5.8,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.124→52.136.236.42,10.0.1.124,52.136.236.42,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.124→52.138.139.18,10.0.1.124,52.138.139.18,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.124→52.143.146.240,10.0.1.124,52.143.146.240,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.124→52.155.94.39,10.0.1.124,52.155.94.39,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.124→52.185.82.221,10.0.1.124,52.185.82.221,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.124→52.228.185.53,10.0.1.124,52.228.185.53,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.124→52.235.117.1,10.0.1.124,52.235.117.1,10,0.0,0.0,0,1.3713,0.0,0.0,False,0.0,False
10.0.1.124→52.253.119.40,10.0.1.124,52.253.119.40,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.124→52.67.61.32,10.0.1.124,52.67.61.32,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.124→52.73.224.227,10.0.1.124,52.73.224.227,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.124→52.8.74.82,10.0.1.124,52.8.74.82,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.124→52.98.120.54,10.0.1.124,52.98.120.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.125→52.101.146.63,10.0.1.125,52.101.146.63,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.125→52.107.81.230,10.0.1.125,52.107.81.230,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.125→52.162.2.26,10.0.1.125,52.162.2.26,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.125→52.192.221.104,10.0.1.125,52.192.221.104,12,0.0,0.0,0,1.0213,0.0,0.0,False,0.0,False
10.0.1.125→52.192.87.108,10.0.1.125,52.192.87.108,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.125→52.62.161.110,10.0.1.125,52.62.161.110,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.125→52.67.61.32,10.0.1.125,52.67.61.32,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.125→52.71.3.212,10.0.1.125,52.71.3.212,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.125→52.74.193.127,10.0.1.125,52.74.193.127,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.126→52.143.146.240,10.0.1.126,52.143.146.240,10,0.0,0.0,0,0.8818,0.0,0.0,False,0.0,False
10.0.1.126→52.154.209.186,10.0.1.126,52.154.209.186,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.126→52.169.198.16,10.0.1.126,52.169.198.16,11,0.0,0.0,0,1.1923,0.0,0.0,False,0.0,False
10.0.1.126→52.176.238.203,10.0.1.126,52.176.238.203,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.126→52.192.221.104,10.0.1.126,52.192.221.104,12,0.0,0.0,0,0.6516,0.0,0.0,False,0.0,False
10.0.1.126→52.201.72.99,10.0.1.126,52.201.72.99,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.126→52.233.3.152,10.0.1.126,52.233.3.152,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.126→52.236.48.89,10.0.1.126,52.236.48.89,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.126→52.239.190.50,10.0.1.126,52.239.190.50,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.126→52.252.240.238,10.0.1.126,52.252.240.238,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.127→52.158.75.62,10.0.1.127,52.158.75.62,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.127→52.182.151.72,10.0.1.127,52.182.151.72,11,0.0,0.0,0,1.1373,0.0,0.0,False,0.0,False
10.0.1.127→52.21.247.25,10.0.1.127,52.21.247.25,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.127→52.239.190.50,10.0.1.127,52.239.190.50,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.127→52.30.169.56,10.0.1.127,52.30.169.56,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.127→52.74.193.127,10.0.1.127,52.74.193.127,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.128→52.134.84.162,10.0.1.128,52.134.84.162,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.128→52.148.111.138,10.0.1.128,52.148.111.138,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.128→52.174.33.8,10.0.1.128,52.174.33.8,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.128→52.192.221.104,10.0.1.128,52.192.221.104,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.128→52.229.178.142,10.0.1.128,52.229.178.142,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.128→52.59.192.87,10.0.1.128,52.59.192.87,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.128→52.81.56.180,10.0.1.128,52.81.56.180,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.129→52.138.139.18,10.0.1.129,52.138.139.18,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.129→52.174.33.8,10.0.1.129,52.174.33.8,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.129→52.207.69.39,10.0.1.129,52.207.69.39,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.129→52.224.115.122,10.0.1.129,52.224.115.122,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.13→52.147.198.242,10.0.1.13,52.147.198.242,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.13→52.154.51.29,10.0.1.13,52.154.51.29,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.13→52.159.83.2,10.0.1.13,52.159.83.2,11,0.0,0.0,0,1.0036,0.0,0.0,False,0.0,False
10.0.1.13→52.174.33.8,10.0.1.13,52.174.33.8,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.13→52.28.159.175,10.0.1.13,52.28.159.175,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.13→52.32.188.192,10.0.1.13,52.32.188.192,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.13→52.32.245.196,10.0.1.13,52.32.245.196,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.13→52.39.184.95,10.0.1.13,52.39.184.95,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.13→52.57.189.101,10.0.1.13,52.57.189.101,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.13→52.80.175.120,10.0.1.13,52.80.175.120,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.130→52.129.71.22,10.0.1.130,52.129.71.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.130→52.177.52.176,10.0.1.130,52.177.52.176,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.130→52.216.254.66,10.0.1.130,52.216.254.66,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.130→52.240.150.150,10.0.1.130,52.240.150.150,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.130→52.8.74.82,10.0.1.130,52.8.74.82,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.131→52.107.81.230,10.0.1.131,52.107.81.230,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.131→52.146.84.103,10.0.1.131,52.146.84.103,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.131→52.196.32.13,10.0.1.131,52.196.32.13,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.131→52.21.247.25,10.0.1.131,52.21.247.25,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.131→52.233.49.105,10.0.1.131,52.233.49.105,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.131→52.3.1.64,10.0.1.131,52.3.1.64,10,0.0,0.0,0,1.3272,0.0,0.0,False,0.0,False
10.0.1.131→52.53.67.60,10.0.1.131,52.53.67.60,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.131→52.94.10.111,10.0.1.131,52.94.10.111,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.131→52.94.90.56,10.0.1.131,52.94.90.56,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.132→52.13.106.232,10.0.1.132,52.13.106.232,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.132→52.158.10.202,10.0.1.132,52.158.10.202,12,0.0,0.0,0,1.1516,0.0,0.0,False,0.0,False
10.0.1.132→52.163.245.96,10.0.1.132,52.163.245.96,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.132→52.167.244.25,10.0.1.132,52.167.244.25,13,0.0,0.0,0,0.7973,0.0,0.0,False,0.0,False
10.0.1.132→52.224.115.122,10.0.1.132,52.224.115.122,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.132→52.229.178.142,10.0.1.132,52.229.178.142,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.132→52.240.150.150,10.0.1.132,52.240.150.150,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.132→52.29.3.76,10.0.1.132,52.29.3.76,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.132→52.34.104.238,10.0.1.132,52.34.104.238,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.132→52.49.47.194,10.0.1.132,52.49.47.194,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.133→52.129.71.22,10.0.1.133,52.129.71.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.133→52.153.75.156,10.0.1.133,52.153.75.156,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.133→52.230.214.105,10.0.1.133,52.230.214.105,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.133→52.30.169.56,10.0.1.133,52.30.169.56,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.133→52.67.46.173,10.0.1.133,52.67.46.173,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.133→52.88.101.137,10.0.1.133,52.88.101.137,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.133→52.94.90.56,10.0.1.133,52.94.90.56,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.134→52.182.151.72,10.0.1.134,52.182.151.72,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.134→52.192.221.104,10.0.1.134,52.192.221.104,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.134→52.201.72.99,10.0.1.134,52.201.72.99,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.134→52.222.87.127,10.0.1.134,52.222.87.127,10,0.0,0.0,0,0.8996,0.0,0.0,False,0.0,False
10.0.1.134→52.233.49.105,10.0.1.134,52.233.49.105,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.134→52.98.120.54,10.0.1.134,52.98.120.54,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.135→52.107.81.230,10.0.1.135,52.107.81.230,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.135→52.157.153.194,10.0.1.135,52.157.153.194,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.135→52.160.85.188,10.0.1.135,52.160.85.188,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.135→52.171.189.219,10.0.1.135,52.171.189.219,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.135→52.216.254.66,10.0.1.135,52.216.254.66,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.135→52.219.227.101,10.0.1.135,52.219.227.101,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.135→52.28.159.175,10.0.1.135,52.28.159.175,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.135→52.3.1.64,10.0.1.135,52.3.1.64,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.135→52.67.61.32,10.0.1.135,52.67.61.32,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.135→52.71.3.212,10.0.1.135,52.71.3.212,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.136→52.107.81.230,10.0.1.136,52.107.81.230,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.136→52.128.244.174,10.0.1.136,52.128.244.174,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.136→52.138.139.18,10.0.1.136,52.138.139.18,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.136→52.146.84.103,10.0.1.136,52.146.84.103,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.136→52.185.69.232,10.0.1.136,52.185.69.232,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.136→52.201.72.99,10.0.1.136,52.201.72.99,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.136→52.216.254.66,10.0.1.136,52.216.254.66,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.136→52.235.62.247,10.0.1.136,52.235.62.247,10,0.0,0.0,0,1.1999,0.0,0.0,False,0.0,False
10.0.1.136→52.34.104.238,10.0.1.136,52.34.104.238,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.136→52.49.47.194,10.0.1.136,52.49.47.194,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.136→52.5.206.13,10.0.1.136,52.5.206.13,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.136→52.88.101.137,10.0.1.136,52.88.101.137,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.137→52.124.197.123,10.0.1.137,52.124.197.123,14,0.0,0.0,0,0.6051,0.0,0.0,False,0.0,False
10.0.1.137→52.155.94.39,10.0.1.137,52.155.94.39,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.137→52.35.45.71,10.0.1.137,52.35.45.71,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.137→52.81.60.195,10.0.1.137,52.81.60.195,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.138→52.148.111.138,10.0.1.138,52.148.111.138,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.138→52.156.105.203,10.0.1.138,52.156.105.203,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.138→52.32.188.192,10.0.1.138,52.32.188.192,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.138→52.44.85.247,10.0.1.138,52.44.85.247,12,0.0,0.0,0,1.0779,0.0,0.0,False,0.0,False
10.0.1.138→52.7.235.177,10.0.1.138,52.7.235.177,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.138→52.94.90.56,10.0.1.138,52.94.90.56,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.139→52.101.146.63,10.0.1.139,52.101.146.63,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.139→52.133.65.155,10.0.1.139,52.133.65.155,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.139→52.146.84.103,10.0.1.139,52.146.84.103,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.139→52.21.247.25,10.0.1.139,52.21.247.25,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.139→52.233.49.105,10.0.1.139,52.233.49.105,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.139→52.239.190.50,10.0.1.139,52.239.190.50,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.139→52.30.172.174,10.0.1.139,52.30.172.174,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.139→52.30.193.176,10.0.1.139,52.30.193.176,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.139→52.44.85.247,10.0.1.139,52.44.85.247,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.139→52.53.67.60,10.0.1.139,52.53.67.60,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.139→52.62.161.110,10.0.1.139,52.62.161.110,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
